5719.6,-156.26,-537.98,945.84,-4504.4,-9774.6,-1778.2,12013,11544,-2582.4,-9588.5,-3451.5,159.66,-3951.1,-1118.8,11312,12969,-4011.9,-16795,-7910.9,6540.8,6336.8,155.33,3793.5,7826.1,-3028,-16092,-9120.9,9763.6,13809
-9952.5,-9428.1,-4311.6,328.29,-523.72,-6732,-12728,-12704,-6417.1,228.02,707.58,-5671.3,-12809,-13550,-6689.7,1644,3783,-2024.7,-9793.7,-11510,-4897.8,4329,7956.2,3192.2,-4678.3,-7453.9,-1930.2,7108.8,11624,8062.9
927.16,482.58,-1659.9,-5081.1,-8899.9,-12023,-13485,-12765,-9988,-5915.7,-1740.5,1274.9,2194.9,719.9,-2697,-6968.5,-10697,-12605,-11936,-8696.8,-3669.4,1826,6332.7,8703.8,8450.2,5882.4,2003.4,-1812.2,-4247.1,-4443.4
-4865.9,-8503.4,2802,11145,667.72,-12505,-5019.9,12068,9432.3,-9716,-12985,5800.1,14908,-1073.7,-14796,-3490.5,12735,6955.1,-9287.4,-8669.6,5345.6,8444.9,-1889.6,-6597.9,-280.45,3853.2,756.61,-1131.6,378.46,-712.55
635.1,1322.3,-2351.4,1490.1,9404.5,5268.3,-9202.3,-12872,-115.84,9265.8,4164.5,-1038.7,3443.9,3807.9,-8351.9,-14663,-636.01,15520,11037,-4217.5,-7129.4,-689.66,-2617,-8422.1,-389.73,14746,12742,-5872.5,-14775,-4914.6
-2538.9,-5749.9,-8380.2,-8725.2,-5784.9,62.778,7010.7,12494,14311,11663,5583.8,-1492.4,-6840.8,-8708.7,-7099.9,-3678.5,-834.4,-380.83,-2558.5,-5872.8,-7870.5,-6472.1,-1178.4,6485.3,13547,16935,14934,8048.2,-1183.7,-9310.6
656.63,-978.89,-7906.4,-12067,-8224.8,-1035.4,213.57,-6712.6,-13623,-11773,-3042.5,1915.3,-3155.5,-11972,-13209,-4665.6,3691.6,1981.8,-7178.5,-11767,-5296.5,5034.5,7258.1,-489.01,-7712.6,-4678.4,5556.2,11122,6125.6,-2268.4
-2133.8,-3579.8,431.96,175.89,-6509.6,-8763.2,835.53,12604,11739,-402.81,-8113.8,-4269.8,473.93,-3733.6,-9069.1,-2289.6,12406,16564,3799.2,-10318,-10307,-1707.8,127.1,-5228.2,-3801.7,8451.8,16536,7812.2,-8523.2,-13791
-9990.1,-7307.4,-2121.2,2408.7,3774.4,1981.6,-402.44,-191.86,3831.2,9639.8,13098,10850,2926.8,-6907.3,-13464,-13569,-8182.2,-1639.1,1502.3,-252.97,-4309.2,-5993.4,-2166.4,6207.8,14455,17328,12659,2929.8,-6385.9,-10500
450.6,-2019,-10398,-9699.3,-1064.6,-962.06,-10661,-12642,-2860.1,680.46,-9042.6,-14145,-4541.2,2660.4,-5615.8,-13682,-5709.4,4624.5,-905.43,-11172,-6072.4,6200.2,4229.8,-7024.9,-5526,7088.9,8810.5,-2039.8,-4185.2,7141.9
9772.7,6118.8,-6885.3,-9582.9,791.08,6805.6,1849.7,-1250.6,2311.5,410.98,-8518.4,-7059,8584.5,15120,-459.36,-15918,-8595,8241.5,9742.5,-322.49,-2762.1,784.64,-3332.8,-8698.1,428.54,14431,9350.4,-10562,-15980,288.27
8998.2,9850.3,8799.9,6186.1,2822.9,-244.27,-2073.1,-2142.3,-545.03,2012.5,4418.1,5508,4457.3,1081.6,-4054,-9762.2,-14564,-17127,-16665,-13193,-7526.9,-1053.4,4681.5,8423,9563.8,8294.8,5505.9,2473.9,440.46,214.96
-447.46,-340.76,2157.1,236.78,-5563.7,-5307,4474.3,11540,3686.6,-11281,-13283,2052.7,15382,9379.4,-7540.5,-13435,-2900.7,8027.9,6565.4,-802.77,-2378,245.23,-1576.7,-5781.7,-2075.3,8529.9,10869,-1995.2,-14930,-9777.3
1685.8,1152,4500.9,6036.6,487.54,-9127,-13561,-7911.8,2124.6,6692.7,3489.7,97.14,3626.5,10667,10802,-15.184,-13013,-15912,-7121,2688.4,3733.7,-1294,-1647.9,6756.4,15120,12227,-1320,-12972,-12596,-3730.3
8625,5732.4,2142.8,-404.38,-691.03,1281.3,4187.2,5975.7,4911.1,538.48,-5942.1,-12132,-15534,-14780,-10337,-4339.7,434.13,1926.9,-160.79,-4202.4,-7451,-7430.9,-3222,4014,11540,16341,16568,12414,5988.9,266.6
4703.5,7598,9905.2,10779,9663.4,6504,1824,-3387.1,-7940.6,-10797,-11385,-9789.9,-6733.3,-3355.1,-849.65,-76.216,-1267.7,-3936.7,-7014.9,-9188.5,-9325.3,-6857.5,-1996.6,4292.8,10557,15271,17293,16191,12369,6927
8998.2,9850.3,8799.9,6186.1,2822.9,-244.27,-2073.1,-2142.3,-545.03,2012.5,4418.1,5508,4457.3,1081.6,-4054,-9762.2,-14564,-17127,-16665,-13193,-7526.9,-1053.4,4681.5,8423,9563.8,8294.8,5505.9,2473.9,440.46,214.96
-9416,-9979.3,-4007,2336.8,2692.7,-1352.5,-1937.6,4891.6,13199,13663,5121,-3434.1,-3626.7,1892.3,2771.1,-5633.8,-15571,-15841,-5625.3,4177.5,4150.9,-2223.5,-3300.2,5657.6,15989,16015,5403.9,-4397.2,-4145.3,2270.1
-9990.1,-7307.4,-2121.2,2408.7,3774.4,1981.6,-402.44,-191.86,3831.2,9639.8,13098,10850,2926.8,-6907.3,-13464,-13569,-8182.2,-1639.1,1502.3,-252.97,-4309.2,-5993.4,-2166.4,6207.8,14455,17328,12659,2929.8,-6385.9,-10500
-9585.1,-5137.3,6691,11310,3049.7,-6844.4,-6577.6,-81.409,1259.3,-2426.3,-599.76,8073,10241,-1932.2,-15433,-12180,5058.3,15306,7859.9,-4697.8,-6745.3,-1229.1,-860.95,-5505.7,-2893.6,8844.7,14261,2693.8,-13725,-14980
-10175,-10649,-10168,-8780.8,-6694.7,-4248.7,-1861.5,38.135,1086.9,1054.4,-109.2,-2256.3,-5058.3,-8054.8,-10728,-12587,-13256,-12534,-10440,-7207.7,-3252.2,896.47,4680.4,7605,9319,9670.4,8727.3,6762.5,4203.5,1557
3586.5,-322.74,-9838.8,-9682.6,-786.57,460.38,-7288.9,-6747.4,5769.4,11825,3965.8,-283.48,8946.7,14515,3514.2,-8020.8,-3787.1,3064.4,-5200.9,-17083,-12289,962.85,1015.7,-7586.1,-3325.2,11622,14780,4154,906.03,9910.1
7556.6,10409,3832.3,-4882,-5843.8,-1308.4,-1834.5,-8718.3,-10422,-238.33,11638,11716,2868.5,-486.82,5000.4,6367.6,-4568,-16417,-13813,-360.43,6539.7,1551.4,-1753.4,6484.2,15722,10626,-4919.1,-12647,-6367.6,342.27
4125.2,2529.8,914.41,-443.24,-1322.8,-1607.7,-1312.5,-585.32,316.48,1074.6,1373.3,966.45,-264.11,-2271.4,-4835.3,-7587.4,-10065,-11787,-12338,-11448,-9048.9,-5299.7,-577.34,4572.5,9512.8,13610,16330,17322,16467,13902
4164.8,4745.5,-848.07,1540,10200,8572.1,-4152.4,-9549.2,-2487.7,-45.959,-8792.6,-11040,2477.5,13431,7499.9,-509.66,5009.9,10914,122.26,-14823,-12565,-594.96,-403.62,-7865.8,-2281.5,13284,15743,3023.5,-3192.8,2934.7
-6460.4,-3884.2,-617.87,2458.6,4569.5,5285.4,4647.4,3131.1,1459.3,328,140.77,849.22,1960.3,2716.1,2387.9,584.99,-2536.3,-6244.4,-9412.5,-10859,-9744.8,-5898.7,47.012,6764,12564,15865,15660,11826,5196,-2650.2
4063.1,2178.8,-1100.7,-5064.4,-8621.9,-10601,-10112,-6870.4,-1358.4,5229.3,11268,15137,15683,12574,6432.9,-1307.6,-8775.1,-14166,-16231,-14608,-9885.6,-3411.4,3118.6,8142.5,10651,10416,7973.2,4381.6,844.22,-1675.2
-3323,498.54,1180.6,527.38,2532.4,3982.9,-1077.7,-8657.5,-6851.4,5905.4,14086,4770,-12136,-14757,1007.7,14980,9912.3,-5836.4,-11670,-3173.9,5311.3,4054.4,-129.93,972.65,2593.3,-2710.3,-8852.7,-3725.5,9503.3,12849
-9416,-9979.3,-4007,2336.8,2692.7,-1352.5,-1937.6,4891.6,13199,13663,5121,-3434.1,-3626.7,1892.3,2771.1,-5633.8,-15571,-15841,-5625.3,4177.5,4150.9,-2223.5,-3300.2,5657.6,15989,16015,5403.9,-4397.2,-4145.3,2270.1
-2103.6,-1280.9,292.03,2486.3,5028,7530.3,9550.1,10661,10530,8982.5,6049.4,1976.8,-2796,-7693.1,-12085,-15381,-17123,-17055,-15169,-11704,-7109.7,-1982.9,3029.2,7324.2,10433,12083,12230,11049,8891,6215.4
-3458.4,-236.64,-2057.4,-3305,2936.3,11411,9876.7,-2549.4,-11993,-8536.2,266.09,1852.1,-1997.4,663.8,10581,13269,693.67,-14233,-14213,-1606.4,6125.7,2440.3,-609.62,6015.9,12262,4428.9,-11694,-16778,-5169.1,7485.8
3951.9,1564.8,-4136.4,-10062,-12314,-8922.1,-1422.5,5989,9256.2,7266.9,2598.4,-423.42,995.83,5897.4,10110,9265.1,2141.1,-8116.1,-15886,-16805,-10709,-1684.7,4816.7,5721.7,2277.5,-1160.3,-549.44,4731,11340,14366
-9193.8,-8758.7,1849.3,11446,8863.7,-3835.8,-12804,-7851,5695.5,12836,5937.8,-6849.1,-11378,-3603.1,6809.1,8597.3,1467.6,-5331.3,-4978.8,-125.13,2505.4,1209,-24.38,1244.8,1991.8,-1109,-5253.6,-4050.9,3275,8776
-9193.8,-8758.7,1849.3,11446,8863.7,-3835.8,-12804,-7851,5695.5,12836,5937.8,-6849.1,-11378,-3603.1,6809.1,8597.3,1467.6,-5331.3,-4978.8,-125.13,2505.4,1209,-24.38,1244.8,1991.8,-1109,-5253.6,-4050.9,3275,8776
-2538.9,-5749.9,-8380.2,-8725.2,-5784.9,62.778,7010.7,12494,14311,11663,5583.8,-1492.4,-6840.8,-8708.7,-7099.9,-3678.5,-834.4,-380.83,-2558.5,-5872.8,-7870.5,-6472.1,-1178.4,6485.3,13547,16935,14934,8048.2,-1183.7,-9310.6
-4865.9,-8503.4,2802,11145,667.72,-12505,-5019.9,12068,9432.3,-9716,-12985,5800.1,14908,-1073.7,-14796,-3490.5,12735,6955.1,-9287.4,-8669.6,5345.6,8444.9,-1889.6,-6597.9,-280.45,3853.2,756.61,-1131.6,378.46,-712.55
1574.6,538,1465.2,1039.3,-3204.1,-7448.3,-4871.1,4947.6,12739,8730.3,-5179.9,-15463,-11060,3989.9,14479,10557,-2096.5,-9862.6,-6775.5,491.41,2910,432.66,50.198,4335.5,6746.7,651.05,-9842.7,-12623,-2099.6,12311
-9329.2,-9493.8,-1388.8,7613.5,9267.6,3592.1,-1849.6,-1743,554.05,-1605.2,-7882.6,-9767,-1239.3,11818,16382,6886.4,-7750.9,-13728,-7521.6,1442.4,3319.8,-405.04,-504.07,6288,11661,6030.2,-8094.8,-17103,-11397,3413.3
1111.7,3823.9,6386.7,6108.4,1569.2,-5793,-12026,-12995,-7243.7,2669.7,11467,14382,10180,1867.4,-5433.1,-7950,-5623.9,-1710.4,6.5743,-1742.1,-4726.4,-5063.9,-514.12,7306.6,13586,13540,5935.3,-5645,-14837,-16500
-5184.2,-10188,-3392,7520.1,7967.3,1265.8,1243.3,5322.7,-641.29,-12918,-12291,2244.6,9980.8,3876.6,784.28,7640.8,7314.5,-7877.3,-17541,-6959.9,6950.6,5499.1,-398.93,5746.1,12740,2351.2,-14344,-13602,465.81,4911.2
-10027,-7519.7,-3390.5,-738.08,-1851.9,-6377,-11318,-13054,-9998.3,-3943.2,1026.6,1407.5,-3101.7,-9200.6,-12226,-9501.2,-2375.4,4606.5,6890,3199.7,-3468.8,-7928.8,-6500.2,330.72,8224.4,12068,9611.1,3046.3,-2593.3,-3038.6
-6373.7,-3398.8,2000.3,7735.3,11144,10230,4735.4,-3503.4,-11186,-14940,-12863,-5483.7,4347.7,12641,15999,13105,5283.7,-4131.6,-11309,-13594,-10576,-4080.2,2843.1,7394.5,8235.2,5880.1,2161.1,-880.35,-2056.2,-1507.1
3951.9,1564.8,-4136.4,-10062,-12314,-8922.1,-1422.5,5989,9256.2,7266.9,2598.4,-423.42,995.83,5897.4,10110,9265.1,2141.1,-8116.1,-15886,-16805,-10709,-1684.7,4816.7,5721.7,2277.5,-1160.3,-549.44,4731,11340,14366
5560.3,-1003.7,-3748.8,-1042.5,-137.63,-465.55,3230.3,5206.5,-2705.4,-10477,-2221,12749,9496.1,-9965.8,-15308,3042.1,16442,4525.9,-12383,-8783.9,5737.5,7818.7,-617.38,-2978.4,36.872,-2012.6,-4016,3463.6,9640.1,-57.303
-3323,498.54,1180.6,527.38,2532.4,3982.9,-1077.7,-8657.5,-6851.4,5905.4,14086,4770,-12136,-14757,1007.7,14980,9912.3,-5836.4,-11670,-3173.9,5311.3,4054.4,-129.93,972.65,2593.3,-2710.3,-8852.7,-3725.5,9503.3,12849
9772.7,6118.8,-6885.3,-9582.9,791.08,6805.6,1849.7,-1250.6,2311.5,410.98,-8518.4,-7059,8584.5,15120,-459.36,-15918,-8595,8241.5,9742.5,-322.49,-2762.1,784.64,-3332.8,-8698.1,428.54,14431,9350.4,-10562,-15980,288.27
1111.7,3823.9,6386.7,6108.4,1569.2,-5793,-12026,-12995,-7243.7,2669.7,11467,14382,10180,1867.4,-5433.1,-7950,-5623.9,-1710.4,6.5743,-1742.1,-4726.4,-5063.9,-514.12,7306.6,13586,13540,5935.3,-5645,-14837,-16500
1685.8,1152,4500.9,6036.6,487.54,-9127,-13561,-7911.8,2124.6,6692.7,3489.7,97.14,3626.5,10667,10802,-15.184,-13013,-15912,-7121,2688.4,3733.7,-1294,-1647.9,6756.4,15120,12227,-1320,-12972,-12596,-3730.3
-1698.6,889.18,9104.2,11387,4303.4,-1295.7,3375,10772,7957.9,-3083.5,-7648.3,-800.58,4518.7,-2718,-14054,-13992,-3882.2,-110.26,-8811.8,-16148,-9545.8,2781.4,4334.7,-4389.3,-6916.3,3599.8,13831,10813,1551.5,1734.7
-9329.2,-9493.8,-1388.8,7613.5,9267.6,3592.1,-1849.6,-1743,554.05,-1605.2,-7882.6,-9767,-1239.3,11818,16382,6886.4,-7750.9,-13728,-7521.6,1442.4,3319.8,-405.04,-504.07,6288,11661,6030.2,-8094.8,-17103,-11397,3413.3
-9769.6,-8478.6,-1355.6,120.35,-7419.4,-13075,-8036.6,148.59,-1485,-11012,-13807,-5033.6,2256.4,-3079.7,-12697,-11198,-15.077,4411,-4082.5,-11653,-5688.3,5660.8,5985.9,-4108.5,-8029.9,1187.4,10329,6526.5,-3136,-2923.7
8086.3,2879.8,-8610.4,-9643.7,-154.77,3349.4,-1789.2,-186.35,10364,11289,-3349.6,-13381,-6323.6,2006.4,-1988,-4773.2,6711.8,16778,6976.3,-9837.3,-10691,-1168.4,-1629,-8144.6,-1297.8,14353,15018,-754.13,-9572.4,-3725.7
989.27,833.57,355.26,-459.92,-1600.9,-3030.2,-4685,-6480.1,-8313.1,-10070,-11635,-12895,-13752,-14126,-13965,-13248,-11987,-10227,-8042.6,-5537.3,-2832.7,-62.348,2636.8,5133.8,7312,9076.6,10361,11128,11376,11134
8625,5732.4,2142.8,-404.38,-691.03,1281.3,4187.2,5975.7,4911.1,538.48,-5942.1,-12132,-15534,-14780,-10337,-4339.7,434.13,1926.9,-160.79,-4202.4,-7451,-7430.9,-3222,4014,11540,16341,16568,12414,5988.9,266.6
4703.5,7598,9905.2,10779,9663.4,6504,1824,-3387.1,-7940.6,-10797,-11385,-9789.9,-6733.3,-3355.1,-849.65,-76.216,-1267.7,-3936.7,-7014.9,-9188.5,-9325.3,-6857.5,-1996.6,4292.8,10557,15271,17293,16191,12369,6927
